Gene	# disorder	gene size	disorder / size 
>lcl|NC_000913.3_cds_NP_418680.1_4212	9	149	0.060402685
>lcl|NC_000913.3_cds_YP_009518808.1_2658	16	265	0.060377358
>lcl|NC_000913.3_cds_NP_418415.1_3944	85	1409	0.060326473
>lcl|NC_000913.3_cds_NP_417159.1_2675	5	83	0.060240964
>lcl|NC_000913.3_cds_NP_418780.2_4315	10	166	0.060240964
>lcl|NC_000913.3_cds_NP_414651.1_109	18	299	0.060200669
>lcl|NC_000913.3_cds_NP_417727.1_3246	6	100	0.06
>lcl|NC_000913.3_cds_NP_417097.1_2617	7	117	0.05982906
>lcl|NC_000913.3_cds_YP_026243.1_3730	29	485	0.059793814
>lcl|NC_000913.3_cds_NP_414570.1_29	19	318	0.059748428
>lcl|NC_000913.3_cds_NP_418355.1_3886	12	201	0.059701493
>lcl|NC_000913.3_cds_NP_418107.1_3632	42	704	0.059659091
>lcl|NC_000913.3_cds_NP_415739.1_1222	13	218	0.059633028
>lcl|NC_000913.3_cds_NP_414709.1_167	53	892	0.05941704
>lcl|NC_000913.3_cds_2856	6	101	0.059405941
>lcl|NC_000913.3_cds_NP_415110.1_582	13	219	0.059360731
>lcl|NC_000913.3_cds_NP_416406.4_1918	7	118	0.059322034
>lcl|NC_000913.3_cds_NP_415985.1_1480	74	1248	0.059294872
>lcl|NC_000913.3_cds_NP_414928.2_394	18	304	0.059210526
>lcl|NC_000913.3_cds_NP_414727.1_185	19	321	0.059190031
>lcl|NC_000913.3_cds_NP_418739.1_4272	10	169	0.059171598
>lcl|NC_000913.3_cds_NP_415553.1_1026	11	186	0.059139785
>lcl|NC_000913.3_cds_NP_414630.1_89	26	440	0.059090909
>lcl|NC_000913.3_cds_NP_418770.2_4305	69	1172	0.05887372
>lcl|NC_000913.3_cds_NP_416416.2_1928	5	85	0.058823529
>lcl|NC_000913.3_cds_NP_417815.1_3335	8	136	0.058823529
>lcl|NC_000913.3_cds_NP_418529.1_4060	20	340	0.058823529
>lcl|NC_000913.3_cds_NP_418645.2_4180	5	85	0.058823529
>lcl|NC_000913.3_cds_NP_414841.1_309	28	477	0.05870021
>lcl|NC_000913.3_cds_NP_415039.1_506	16	273	0.058608059
>lcl|NC_000913.3_cds_NP_416909.1_2425	19	325	0.058461538
>lcl|NC_000913.3_cds_NP_415480.2_951	42	719	0.058414465
>lcl|NC_000913.3_cds_NP_418594.1_4129	25	428	0.058411215
>lcl|NC_000913.3_cds_NP_418557.1_4090	30	514	0.058365759
>lcl|NC_000913.3_cds_NP_417699.1_3219	22	377	0.058355438
>lcl|NC_000913.3_cds_NP_418818.1_4355	14	240	0.058333333
>lcl|NC_000913.3_cds_NP_415059.1_525	27	463	0.058315335
>lcl|NC_000913.3_cds_NP_418290.4_3820	12	206	0.058252427
>lcl|NC_000913.3_cds_NP_416304.1_1811	16	275	0.058181818
>lcl|NC_000913.3_cds_NP_415088.1_557	9	155	0.058064516
>lcl|NC_000913.3_cds_NP_415640.2_1112	9	155	0.058064516
>lcl|NC_000913.3_cds_NP_418417.1_3946	22	379	0.058047493
>lcl|NC_000913.3_cds_NP_417747.1_3266	25	431	0.05800464
>lcl|NC_000913.3_cds_NP_418330.1_3861	59	1018	0.057956778
>lcl|NC_000913.3_cds_NP_415906.1_1400	18	311	0.057877814
>lcl|NC_000913.3_cds_NP_416311.1_1820	7	121	0.05785124
>lcl|NC_000913.3_cds_1985	23	398	0.057788945
>lcl|NC_000913.3_cds_NP_415783.6_1267	12	208	0.057692308
>lcl|NC_000913.3_cds_NP_418142.1_3670	8	139	0.057553957
>lcl|NC_000913.3_cds_NP_414615.4_74	21	365	0.057534247
>lcl|NC_000913.3_cds_NP_415082.1_550	7	122	0.057377049
>lcl|NC_000913.3_cds_NP_415299.1_769	13	227	0.057268722
>lcl|NC_000913.3_cds_NP_418023.1_3545	19	332	0.057228916
>lcl|NC_000913.3_cds_NP_417945.1_3465	31	542	0.057195572
>lcl|NC_000913.3_cds_NP_417780.1_3299	6	105	0.057142857
>lcl|NC_000913.3_cds_NP_418713.1_4243	10	175	0.057142857
>lcl|NC_000913.3_cds_NP_416899.1_2414	27	473	0.057082452
>lcl|NC_000913.3_cds_YP_026276.1_3870	24	421	0.057007126
>lcl|NC_000913.3_cds_NP_417619.1_3138	11	193	0.056994819
>lcl|NC_000913.3_cds_NP_417574.1_3095	7	123	0.056910569
>lcl|NC_000913.3_cds_NP_415543.1_1018	46	809	0.056860321
>lcl|NC_000913.3_cds_NP_416319.1_1828	32	563	0.056838366
>lcl|NC_000913.3_cds_NP_418204.2_3733	8	141	0.056737589
>lcl|NC_000913.3_cds_NP_415168.1_641	36	635	0.056692913
>lcl|NC_000913.3_cds_NP_415717.1_1197	12	212	0.056603774
>lcl|NC_000913.3_cds_NP_418581.1_4115	6	106	0.056603774
>lcl|NC_000913.3_cds_NP_417843.1_3362	19	336	0.056547619
>lcl|NC_000913.3_cds_NP_416129.1_1633	31	550	0.056363636
>lcl|NC_000913.3_cds_YP_026239.1_3678	13	231	0.056277056
>lcl|NC_000913.3_cds_NP_417169.1_2685	10	178	0.056179775
>lcl|NC_000913.3_cds_NP_417889.1_3408	37	659	0.056145675
>lcl|NC_000913.3_cds_NP_417190.1_2706	27	481	0.056133056
>lcl|NC_000913.3_cds_NP_414813.1_278	16	286	0.055944056
>lcl|NC_000913.3_cds_NP_417711.1_3231	27	483	0.055900621
>lcl|NC_000913.3_cds_NP_418058.1_3582	11	197	0.055837563
>lcl|NC_000913.3_cds_NP_414842.4_310	13	233	0.055793991
>lcl|NC_000913.3_cds_NP_417028.1_2546	15	269	0.055762082
>lcl|NC_000913.3_cds_NP_415127.1_601	16	287	0.055749129
>lcl|NC_000913.3_cds_NP_418794.1_4331	20	359	0.055710306
>lcl|NC_000913.3_cds_1324	18	324	0.055555556
>lcl|NC_000913.3_cds_NP_416070.1_1570	4	72	0.055555556
>lcl|NC_000913.3_cds_NP_418353.1_3884	14	253	0.055335968
>lcl|NC_000913.3_cds_NP_417863.1_3382	25	452	0.055309735
>lcl|NC_000913.3_cds_NP_416805.1_2319	12	217	0.055299539
>lcl|NC_000913.3_cds_NP_417714.1_3234	11	199	0.055276382
>lcl|NC_000913.3_cds_NP_418458.1_3988	22	398	0.055276382
>lcl|NC_000913.3_cds_NP_418672.4_4204	11	199	0.055276382
>lcl|NC_000913.3_cds_NP_418416.1_3945	10	181	0.055248619
>lcl|NC_000913.3_cds_NP_414953.2_418	18	326	0.055214724
>lcl|NC_000913.3_cds_NP_418569.1_4101	16	291	0.054982818
>lcl|NC_000913.3_cds_NP_416074.4_1575	4	73	0.054794521
>lcl|NC_000913.3_cds_NP_416734.1_2245	48	877	0.054732041
>lcl|NC_000913.3_cds_YP_009518799.1_2130	15	276	0.054347826
>lcl|NC_000913.3_cds_NP_417485.4_3003	15	277	0.054151625
>lcl|NC_000913.3_cds_NP_415077.1_544	10	185	0.054054054
>lcl|NC_000913.3_cds_YP_588441.1_591	4	74	0.054054054
>lcl|NC_000913.3_cds_NP_418698.1_4228	24	444	0.054054054
>lcl|NC_000913.3_cds_4236	6	111	0.054054054
>lcl|NC_000913.3_cds_NP_417565.2_3086	14	260	0.053846154
>lcl|NC_000913.3_cds_NP_418282.1_3812	14	260	0.053846154
>lcl|NC_000913.3_cds_NP_416121.1_1625	17	316	0.053797468
>lcl|NC_000913.3_cds_YP_026190.1_2970	22	409	0.053789731
>lcl|NC_000913.3_cds_NP_414563.1_22	5	93	0.053763441
>lcl|NC_000913.3_cds_YP_009518740.1_238	5	93	0.053763441
>lcl|NC_000913.3_cds_NP_416408.1_1920	5	93	0.053763441
>lcl|NC_000913.3_cds_NP_417901.1_3420	5	93	0.053763441
>lcl|NC_000913.3_cds_NP_417623.1_3142	8	149	0.053691275
>lcl|NC_000913.3_cds_NP_415440.1_911	14	261	0.053639847
>lcl|NC_000913.3_cds_NP_417170.1_2686	21	392	0.053571429
>lcl|NC_000913.3_cds_NP_417320.1_2837	15	280	0.053571429
>lcl|NC_000913.3_cds_NP_417967.1_3487	6	112	0.053571429
>lcl|NC_000913.3_cds_NP_415969.1_1464	19	355	0.053521127
>lcl|NC_000913.3_cds_NP_414545.1_4	23	430	0.053488372
>lcl|NC_000913.3_cds_NP_417422.1_2941	17	318	0.053459119
>lcl|NC_000913.3_cds_NP_414772.1_233	26	487	0.05338809
>lcl|NC_000913.3_cds_NP_417370.1_2888	16	300	0.053333333
>lcl|NC_000913.3_cds_NP_418256.1_3786	16	300	0.053333333
>lcl|NC_000913.3_cds_NP_417297.1_2813	63	1182	0.053299492
>lcl|NC_000913.3_cds_NP_418659.1_4192	38	714	0.053221289
>lcl|NC_000913.3_cds_NP_418817.1_4354	24	452	0.053097345
>lcl|NC_000913.3_cds_NP_415604.1_1076	17	321	0.052959502
>lcl|NC_000913.3_cds_NP_416148.1_1653	11	208	0.052884615
>lcl|NC_000913.3_cds_NP_418577.1_4111	13	246	0.052845528
>lcl|NC_000913.3_cds_NP_417817.2_3337	37	702	0.052706553
>lcl|NC_000913.3_cds_YP_009518794.1_1599	2	38	0.052631579
>lcl|NC_000913.3_cds_NP_417976.1_3496	29	551	0.052631579
>lcl|NC_000913.3_cds_NP_418571.1_4103	10	190	0.052631579
>lcl|NC_000913.3_cds_NP_414869.1_336	33	630	0.052380952
>lcl|NC_000913.3_cds_NP_416331.1_1841	17	325	0.052307692
>lcl|NC_000913.3_cds_NP_417264.1_2780	39	746	0.05227882
>lcl|NC_000913.3_cds_3466	28	536	0.052238806
>lcl|NC_000913.3_cds_NP_415455.1_926	20	383	0.052219321
>lcl|NC_000913.3_cds_NP_416058.1_1554	12	230	0.052173913
>lcl|NC_000913.3_cds_NP_414805.1_269	28	538	0.05204461
>lcl|NC_000913.3_cds_NP_415067.1_533	9	173	0.052023121
>lcl|NC_000913.3_cds_NP_415843.2_1336	16	308	0.051948052
>lcl|NC_000913.3_cds_NP_418445.1_3974	12	231	0.051948052
>lcl|NC_000913.3_cds_NP_416772.1_2286	21	405	0.051851852
>lcl|NC_000913.3_cds_NP_415531.2_1005	12	232	0.051724138
>lcl|NC_000913.3_cds_NP_416141.4_1645	18	348	0.051724138
>lcl|NC_000913.3_cds_YP_009518818.1_3031	3	58	0.051724138
>lcl|NC_000913.3_cds_NP_416150.1_1655	11	213	0.051643192
>lcl|NC_000913.3_cds_NP_415276.1_746	13	252	0.051587302
>lcl|NC_000913.3_cds_NP_416720.1_2231	46	892	0.051569507
>lcl|NC_000913.3_cds_NP_415907.1_1401	5	97	0.051546392
>lcl|NC_000913.3_cds_NP_414603.1_61	12	233	0.051502146
>lcl|NC_000913.3_cds_NP_415592.1_1064	7	136	0.051470588
>lcl|NC_000913.3_cds_NP_417988.1_3508	19	370	0.051351351
>lcl|NC_000913.3_cds_NP_414922.1_387	9	176	0.051136364
>lcl|NC_000913.3_cds_NP_416382.1_1894	14	274	0.051094891
>lcl|NC_000913.3_cds_NP_414919.1_384	19	373	0.050938338
>lcl|NC_000913.3_cds_NP_416130.3_1634	20	393	0.050890585
>lcl|NC_000913.3_cds_NP_418293.2_3823	9	177	0.050847458
>lcl|NC_000913.3_cds_NP_417888.1_3407	22	433	0.050808314
>lcl|NC_000913.3_cds_NP_415577.1_1049	19	374	0.050802139
>lcl|NC_000913.3_cds_NP_415794.1_1281	13	256	0.05078125
>lcl|NC_000913.3_cds_NP_414618.4_77	16	316	0.050632911
>lcl|NC_000913.3_cds_NP_415522.1_996	21	415	0.05060241
>lcl|NC_000913.3_cds_NP_415453.1_924	13	257	0.050583658
>lcl|NC_000913.3_cds_NP_417014.1_2532	39	772	0.050518135
>lcl|NC_000913.3_cds_NP_416063.1_1560	10	198	0.050505051
>lcl|NC_000913.3_cds_NP_418427.1_3956	10	198	0.050505051
>lcl|NC_000913.3_cds_NP_415010.1_476	22	436	0.050458716
>lcl|NC_000913.3_cds_NP_416925.2_2441	22	436	0.050458716
>lcl|NC_000913.3_cds_NP_418069.1_3594	26	516	0.050387597
>lcl|NC_000913.3_cds_NP_417047.1_2566	20	398	0.050251256
>lcl|NC_000913.3_cds_NP_418272.1_3802	16	319	0.05015674
>lcl|NC_000913.3_cds_NP_418056.1_3580	32	639	0.050078247
>lcl|NC_000913.3_cds_NP_416194.1_1700	7	140	0.05
>lcl|NC_000913.3_cds_NP_417494.1_3012	5	100	0.05
>lcl|NC_000913.3_cds_NP_417648.4_3168	8	160	0.05
>lcl|NC_000913.3_cds_NP_418500.1_4031	10	200	0.05
>lcl|NC_000913.3_cds_NP_416579.1_2092	52	1042	0.049904031
>lcl|NC_000913.3_cds_NP_417435.1_2954	12	241	0.049792531
>lcl|NC_000913.3_cds_NP_418022.1_3544	22	442	0.049773756
>lcl|NC_000913.3_cds_NP_416166.3_1671	10	201	0.049751244
>lcl|NC_000913.3_cds_NP_417853.1_3372	9	181	0.049723757
>lcl|NC_000913.3_cds_NP_418779.2_4314	38	765	0.049673203
>lcl|NC_000913.3_cds_NP_416580.1_2093	51	1027	0.049659202
>lcl|NC_000913.3_cds_NP_415342.1_813	21	423	0.04964539
>lcl|NC_000913.3_cds_NP_418159.1_3688	6	121	0.049586777
>lcl|NC_000913.3_cds_NP_416119.1_1623	23	464	0.049568966
>lcl|NC_000913.3_cds_NP_416802.1_2316	9	182	0.049450549
>lcl|NC_000913.3_cds_NP_417239.1_2755	8	162	0.049382716
>lcl|NC_000913.3_cds_NP_418736.3_4269	12	243	0.049382716
>lcl|NC_000913.3_cds_NP_416210.4_1716	19	385	0.049350649
>lcl|NC_000913.3_cds_NP_418679.1_4211	47	953	0.049317943
>lcl|NC_000913.3_cds_NP_416774.2_2288	16	325	0.049230769
>lcl|NC_000913.3_cds_NP_417605.1_3124	19	386	0.049222798
>lcl|NC_000913.3_cds_NP_416428.1_1942	11	224	0.049107143
>lcl|NC_000913.3_cds_NP_415242.1_711	13	265	0.049056604
>lcl|NC_000913.3_cds_NP_415412.1_883	22	449	0.048997773
>lcl|NC_000913.3_cds_NP_418473.3_4003	17	347	0.048991354
>lcl|NC_000913.3_cds_NP_416685.1_2196	26	531	0.048964218
>lcl|NC_000913.3_cds_NP_415025.4_492	14	286	0.048951049
>lcl|NC_000913.3_cds_NP_417672.1_3192	14	286	0.048951049
>lcl|NC_000913.3_cds_NP_416348.2_1859	43	879	0.048919226
>lcl|NC_000913.3_cds_NP_415317.4_787	11	225	0.048888889
>lcl|NC_000913.3_cds_NP_416436.1_1950	6	123	0.048780488
>lcl|NC_000913.3_cds_NP_417879.1_3398	20	410	0.048780488
>lcl|NC_000913.3_cds_NP_418309.1_3840	16	328	0.048780488
>lcl|NC_000913.3_cds_1596	15	308	0.048701299
>lcl|NC_000913.3_cds_NP_415469.1_940	31	637	0.04866562
>lcl|NC_000913.3_cds_NP_414601.1_59	47	970	0.048453608
>lcl|NC_000913.3_cds_NP_416188.1_1694	34	702	0.048433048
>lcl|NC_000913.3_cds_NP_415111.1_583	6	124	0.048387097
>lcl|NC_000913.3_cds_NP_417679.2_3199	72	1488	0.048387097
>lcl|NC_000913.3_cds_NP_416786.4_2300	44	910	0.048351648
>lcl|NC_000913.3_cds_NP_416612.1_2124	40	828	0.048309179
>lcl|NC_000913.3_cds_NP_417378.1_2896	12	249	0.048192771
>lcl|NC_000913.3_cds_NP_418298.4_3828	23	478	0.048117155
>lcl|NC_000913.3_cds_NP_414645.1_103	10	208	0.048076923
>lcl|NC_000913.3_cds_NP_416176.1_1682	15	312	0.048076923
>lcl|NC_000913.3_cds_NP_417357.1_2874	46	958	0.048016701
>lcl|NC_000913.3_cds_NP_415908.1_1402	12	250	0.048
>lcl|NC_000913.3_cds_NP_417641.4_3161	26	543	0.047882136
>lcl|NC_000913.3_cds_NP_415581.1_1053	9	188	0.04787234
>lcl|NC_000913.3_cds_NP_417046.1_2565	20	419	0.047732697
>lcl|NC_000913.3_cds_NP_414858.1_326	22	462	0.047619048
>lcl|NC_000913.3_cds_NP_416914.1_2430	6	126	0.047619048
>lcl|NC_000913.3_cds_NP_417263.1_2779	4	84	0.047619048
>lcl|NC_000913.3_cds_NP_416906.1_2422	32	673	0.047548291
>lcl|NC_000913.3_cds_NP_417315.1_2832	20	422	0.047393365
>lcl|NC_000913.3_cds_NP_416423.4_1936	29	612	0.047385621
>lcl|NC_000913.3_cds_NP_418360.1_3891	16	338	0.047337278
>lcl|NC_000913.3_cds_NP_416489.1_1998	23	486	0.047325103
>lcl|NC_000913.3_cds_NP_416110.4_1613	11	233	0.0472103
>lcl|NC_000913.3_cds_NP_416404.1_1916	14	297	0.047138047
>lcl|NC_000913.3_cds_NP_417345.1_2862	28	594	0.047138047
>lcl|NC_000913.3_cds_NP_417438.2_2957	17	361	0.047091413
>lcl|NC_000913.3_cds_NP_418792.1_4328	25	531	0.047080979
>lcl|NC_000913.3_cds_NP_414608.1_66	11	234	0.047008547
>lcl|NC_000913.3_cds_NP_415259.1_728	31	660	0.046969697
>lcl|NC_000913.3_cds_NP_418414.1_3943	63	1344	0.046875
>lcl|NC_000913.3_cds_NP_418136.2_3663	14	299	0.046822742
>lcl|NC_000913.3_cds_NP_417640.1_3160	21	449	0.046770601
>lcl|NC_000913.3_cds_NP_416506.1_2014	7	150	0.046666667
>lcl|NC_000913.3_cds_NP_418737.1_4270	41	880	0.046590909
>lcl|NC_000913.3_cds_NP_415321.1_791	15	322	0.046583851
>lcl|NC_000913.3_cds_YP_588458.1_2031	4	86	0.046511628
>lcl|NC_000913.3_cds_NP_416544.1_2055	14	301	0.046511628
>lcl|NC_000913.3_cds_NP_418800.1_4337	19	409	0.046454768
>lcl|NC_000913.3_cds_NP_415349.1_820	15	323	0.046439628
>lcl|NC_000913.3_cds_NP_418374.1_3905	18	388	0.046391753
>lcl|NC_000913.3_cds_NP_416809.1_2323	12	259	0.046332046
>lcl|NC_000913.3_cds_NP_418470.4_4000	8	173	0.046242775
>lcl|NC_000913.3_cds_NP_416986.4_2504	31	672	0.046130952
>lcl|NC_000913.3_cds_NP_415348.1_819	19	413	0.046004843
>lcl|NC_000913.3_cds_NP_415193.2_666	16	348	0.045977011
>lcl|NC_000913.3_cds_YP_026291.2_4332	12	261	0.045977011
>lcl|NC_000913.3_cds_NP_415423.1_894	35	762	0.045931759
>lcl|NC_000913.3_cds_NP_417461.1_2980	23	501	0.045908184
>lcl|NC_000913.3_cds_NP_415271.1_741	16	349	0.045845272
>lcl|NC_000913.3_cds_NP_418185.1_3714	28	611	0.045826514
>lcl|NC_000913.3_cds_NP_414878.1_345	47	1026	0.045808967
>lcl|NC_000913.3_cds_NP_418533.1_4064	34	744	0.045698925
>lcl|NC_000913.3_cds_NP_416368.1_1879	22	482	0.045643154
>lcl|NC_000913.3_cds_NP_416432.3_1946	11	241	0.045643154
>lcl|NC_000913.3_cds_NP_416131.1_1635	23	504	0.045634921
>lcl|NC_000913.3_cds_NP_415916.1_1410	20	439	0.045558087
>lcl|NC_000913.3_cds_NP_415330.1_800	11	242	0.045454545
>lcl|NC_000913.3_cds_NP_415528.1_1002	9	198	0.045454545
>lcl|NC_000913.3_cds_NP_416392.1_1904	6	132	0.045454545
>lcl|NC_000913.3_cds_NP_418810.1_4347	5	110	0.045454545
>lcl|NC_000913.3_cds_NP_415100.1_572	45	992	0.045362903
>lcl|NC_000913.3_cds_NP_418725.4_4256	17	375	0.045333333
>lcl|NC_000913.3_cds_1144	12	265	0.045283019
>lcl|NC_000913.3_cds_NP_418021.1_3543	22	486	0.04526749
>lcl|NC_000913.3_cds_NP_418526.1_4058	11	243	0.04526749
>lcl|NC_000913.3_cds_NP_417894.2_3413	8	177	0.04519774
>lcl|NC_000913.3_cds_NP_414838.2_306	20	443	0.045146727
>lcl|NC_000913.3_cds_NP_418230.1_3760	19	421	0.045130641
>lcl|NC_000913.3_cds_NP_414825.1_291	38	843	0.045077106
>lcl|NC_000913.3_cds_NP_416011.1_1507	42	933	0.045016077
>lcl|NC_000913.3_cds_NP_416237.3_1744	14	311	0.045016077
>lcl|NC_000913.3_cds_NP_414656.1_114	40	889	0.044994376
>lcl|NC_000913.3_cds_NP_416674.1_2184	17	378	0.044973545
>lcl|NC_000913.3_cds_YP_026253.1_3763	17	378	0.044973545
>lcl|NC_000913.3_cds_NP_418431.1_3960	21	467	0.04496788
>lcl|NC_000913.3_cds_NP_416655.1_2165	15	334	0.04491018
>lcl|NC_000913.3_cds_NP_416843.1_2357	32	716	0.044692737
>lcl|NC_000913.3_cds_NP_417764.1_3283	8	179	0.044692737
>lcl|NC_000913.3_cds_NP_416624.1_2134	34	761	0.044678055
>lcl|NC_000913.3_cds_NP_416706.1_2216	9	202	0.044554455
>lcl|NC_000913.3_cds_NP_417489.1_3007	21	472	0.044491525
>lcl|NC_000913.3_cds_NP_415696.1_1175	6	135	0.044444444
>lcl|NC_000913.3_cds_YP_026260.1_3779	14	315	0.044444444
>lcl|NC_000913.3_cds_NP_415716.4_1196	21	474	0.044303797
>lcl|NC_000913.3_cds_YP_009518821.1_3577	5	113	0.044247788
>lcl|NC_000913.3_cds_NP_417570.1_3091	6	136	0.044117647
>lcl|NC_000913.3_cds_NP_418134.1_3661	22	499	0.044088176
>lcl|NC_000913.3_cds_NP_416314.1_1823	16	363	0.044077135
>lcl|NC_000913.3_cds_NP_416545.1_2056	16	363	0.044077135
>lcl|NC_000913.3_cds_NP_415759.1_1242	24	545	0.044036697
>lcl|NC_000913.3_cds_NP_416057.1_1553	11	250	0.044
>lcl|NC_000913.3_cds_NP_415449.1_920	16	364	0.043956044
>lcl|NC_000913.3_cds_NP_416768.4_2282	19	433	0.043879908
>lcl|NC_000913.3_cds_NP_415287.1_757	12	274	0.04379562
>lcl|NC_000913.3_cds_NP_416273.1_1780	6	137	0.04379562
>lcl|NC_000913.3_cds_NP_418505.2_4036	30	685	0.04379562
>lcl|NC_000913.3_cds_NP_416175.1_1681	15	343	0.043731778
>lcl|NC_000913.3_cds_NP_415092.1_563	8	183	0.043715847
>lcl|NC_000913.3_cds_NP_417021.1_2539	27	618	0.04368932
>lcl|NC_000913.3_cds_NP_417265.1_2781	19	435	0.043678161
>lcl|NC_000913.3_cds_NP_416552.1_2063	20	458	0.043668122
>lcl|NC_000913.3_cds_NP_415016.4_482	5	115	0.043478261
>lcl|NC_000913.3_cds_NP_417107.2_2627	5	115	0.043478261
>lcl|NC_000913.3_cds_NP_416965.1_2481	45	1039	0.043310876
>lcl|NC_000913.3_cds_NP_417177.1_2693	38	878	0.043280182
>lcl|NC_000913.3_cds_NP_417213.1_2729	37	855	0.043274854
>lcl|NC_000913.3_cds_NP_417008.1_2526	9	208	0.043269231
>lcl|NC_000913.3_cds_NP_414652.1_110	8	185	0.043243243
>lcl|NC_000913.3_cds_NP_416732.4_2243	9	209	0.043062201
>lcl|NC_000913.3_cds_NP_416134.1_1638	26	605	0.042975207
>lcl|NC_000913.3_cds_NP_415766.1_1250	18	419	0.042959427
>lcl|NC_000913.3_cds_NP_416709.1_2219	10	233	0.042918455
>lcl|NC_000913.3_cds_NP_414895.1_362	13	303	0.04290429
>lcl|NC_000913.3_cds_NP_415920.1_1415	13	303	0.04290429
>lcl|NC_000913.3_cds_NP_416500.1_2009	13	303	0.04290429
>lcl|NC_000913.3_cds_NP_417337.1_2854	13	303	0.04290429
>lcl|NC_000913.3_cds_NP_417517.1_3037	13	303	0.04290429
>lcl|NC_000913.3_cds_NP_418693.1_4225	13	303	0.04290429
>lcl|NC_000913.3_cds_NP_415027.1_494	9	210	0.042857143
>lcl|NC_000913.3_cds_NP_416181.1_1687	18	420	0.042857143
>lcl|NC_000913.3_cds_NP_418028.1_3550	29	678	0.042772861
>lcl|NC_000913.3_cds_NP_415301.1_771	13	304	0.042763158
>lcl|NC_000913.3_cds_NP_417450.1_2968	31	725	0.042758621
>lcl|NC_000913.3_cds_NP_417374.1_2892	14	328	0.042682927
>lcl|NC_000913.3_cds_NP_414583.2_41	11	258	0.042635659
>lcl|NC_000913.3_cds_NP_417533.1_3054	13	305	0.042622951
>lcl|NC_000913.3_cds_NP_418127.1_3653	24	564	0.042553191
>lcl|NC_000913.3_cds_NP_415452.1_923	37	872	0.042431193
>lcl|NC_000913.3_cds_NP_417235.1_2751	13	307	0.042345277
>lcl|NC_000913.3_cds_NP_417173.1_2689	22	520	0.042307692
>lcl|NC_000913.3_cds_NP_417754.1_3273	14	331	0.042296073
>lcl|NC_000913.3_cds_NP_418541.2_4073	32	757	0.042272127
>lcl|NC_000913.3_cds_NP_416190.1_1696	3	71	0.042253521
>lcl|NC_000913.3_cds_NP_415029.1_496	34	806	0.042183623
>lcl|NC_000913.3_cds_NP_415780.1_1264	22	522	0.042145594
>lcl|NC_000913.3_cds_NP_415744.1_1227	10	238	0.042016807
>lcl|NC_000913.3_cds_NP_417348.1_2865	17	405	0.041975309
>lcl|NC_000913.3_cds_NP_417950.1_3469	21	501	0.041916168
>lcl|NC_000913.3_cds_NP_418546.1_4078	23	550	0.041818182
>lcl|NC_000913.3_cds_NP_414914.2_379	3	72	0.041666667
>lcl|NC_000913.3_cds_NP_415224.1_692	8	192	0.041666667
>lcl|NC_000913.3_cds_NP_415240.1_709	13	312	0.041666667
>lcl|NC_000913.3_cds_NP_415639.1_1111	11	264	0.041666667
>lcl|NC_000913.3_cds_YP_002791252.1_2773	2	48	0.041666667
>lcl|NC_000913.3_cds_NP_417875.1_3394	29	696	0.041666667
>lcl|NC_000913.3_cds_NP_418371.1_3902	3	72	0.041666667
>lcl|NC_000913.3_cds_NP_416567.4_2078	22	529	0.041587902
>lcl|NC_000913.3_cds_NP_417354.1_2871	43	1034	0.041586074
>lcl|NC_000913.3_cds_NP_418681.1_4213	21	505	0.041584158
>lcl|NC_000913.3_cds_NP_417261.1_2777	11	265	0.041509434
>lcl|NC_000913.3_cds_NP_414970.1_435	18	434	0.041474654
>lcl|NC_000913.3_cds_NP_414997.1_462	9	217	0.041474654
>lcl|NC_000913.3_cds_NP_417259.1_2775	18	434	0.041474654
>lcl|NC_000913.3_cds_NP_414672.1_130	17	411	0.04136253
>lcl|NC_000913.3_cds_NP_416735.1_2246	10	242	0.041322314
>lcl|NC_000913.3_cds_686	9	218	0.041284404
>lcl|NC_000913.3_cds_NP_414584.1_42	13	315	0.041269841
>lcl|NC_000913.3_cds_NP_418517.1_4049	6	146	0.04109589
>lcl|NC_000913.3_cds_NP_418288.1_3818	30	731	0.041039672
>lcl|NC_000913.3_cds_NP_415256.1_725	16	390	0.041025641
>lcl|NC_000913.3_cds_NP_416569.1_2080	8	195	0.041025641
>lcl|NC_000913.3_cds_NP_414912.1_377	15	366	0.040983607
>lcl|NC_000913.3_cds_NP_417689.4_3209	12	293	0.040955631
>lcl|NC_000913.3_cds_NP_415118.1_592	53	1295	0.040926641
>lcl|NC_000913.3_cds_NP_418175.3_3704	16	391	0.040920716
>lcl|NC_000913.3_cds_NP_414885.1_352	13	318	0.040880503
>lcl|NC_000913.3_cds_NP_415849.1_1342	13	318	0.040880503
>lcl|NC_000913.3_cds_NP_418592.1_4127	13	318	0.040880503
>lcl|NC_000913.3_cds_NP_415845.2_1338	22	539	0.040816327
>lcl|NC_000913.3_cds_NP_417343.1_2860	12	294	0.040816327
>lcl|NC_000913.3_cds_NP_418294.1_3824	8	196	0.040816327
>lcl|NC_000913.3_cds_NP_418323.1_3854	6	147	0.040816327
>lcl|NC_000913.3_cds_NP_415144.1_618	11	270	0.040740741
>lcl|NC_000913.3_cds_NP_416386.4_1898	33	811	0.040690506
>lcl|NC_000913.3_cds_NP_418506.1_4037	14	345	0.04057971
>lcl|NC_000913.3_cds_NP_416113.1_1616	17	419	0.040572792
>lcl|NC_000913.3_cds_NP_416380.1_1892	24	592	0.040540541
